airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Spicejet,2019-05-27,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,5673
Air India,2019-05-01,Kolkata,Banglore,05:50:00,16:15:00,2065,2.0,No Info,10991
Indigo,2019-03-24,Banglore,New Delhi,18:55:00,21:45:00,170,0.0,No Info,7303
Jet Airways,2019-05-15,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Goair,2019-06-27,Delhi,Cochin,14:25:00,19:35:00,310,1.0,No Info,7870
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No Info,4775
Indigo,2019-06-03,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,4823
Jet Airways,2019-03-09,Delhi,Cochin,10:45:00,04:25:00,1060,2.0,In-flight meal not included,15654
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No Info,13067
Indigo,2019-06-06,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,3943
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,20:20:00,1290,1.0,No Info,17471
Air India,2019-05-06,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,5228
Indigo,2019-03-03,Delhi,Cochin,09:55:00,15:10:00,315,1.0,No Info,12214
Air India,2019-05-24,Kolkata,Banglore,05:50:00,13:15:00,445,2.0,No Info,7662
Indigo,2019-03-18,Mumbai,Hyderabad,20:05:00,21:35:00,90,0.0,No Info,2227
Indigo,2019-03-24,Banglore,New Delhi,16:55:00,19:45:00,170,0.0,No Info,7303
Multiple Carriers,2019-06-06,Delhi,Cochin,12:50:00,19:15:00,385,1.0,No Info,8266
Jet Airways,2019-06-06,Delhi,Cochin,14:35:00,04:25:00,830,2.0,In-flight meal not included,10919
Spicejet,2019-03-27,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No check-in baggage included,3332
Multiple Carriers,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,12717
Multiple Carriers,2019-06-09,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,9646
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,In-flight meal not included,9314
Jet Airways,2019-03-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,2470
Indigo,2019-05-21,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,8745
Air Asia,2019-04-27,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,3383
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,05:05:00,1210,1.0,No Info,16736
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,No Info,13941
Goair,2019-05-24,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,3419
Spicejet,2019-03-27,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No Info,3847
Indigo,2019-05-21,Delhi,Cochin,04:55:00,11:50:00,415,1.0,No Info,6794
Multiple Carriers,2019-05-18,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,10197
Indigo,2019-03-27,Mumbai,Hyderabad,21:20:00,22:45:00,85,0.0,No Info,2227
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,18:15:00,1265,1.0,In-flight meal not included,10844
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,14:25:00,1285,1.0,In-flight meal not included,9314
Indigo,2019-06-06,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No Info,6195
Indigo,2019-03-24,Banglore,New Delhi,20:00:00,22:55:00,175,0.0,No Info,6144
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No Info,7740
Air India,2019-04-03,Banglore,Delhi,17:00:00,19:45:00,165,0.0,No Info,5176
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,22:55:00,1500,1.0,No Info,12395
Air India,2019-05-24,Kolkata,Banglore,09:25:00,11:10:00,1545,1.0,No Info,8891
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,In-flight meal not included,10844
Multiple Carriers,2019-03-06,Delhi,Cochin,08:55:00,18:50:00,595,1.0,No Info,15411
Jet Airways,2019-04-12,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Jet Airways,2019-03-21,Delhi,Cochin,02:15:00,18:50:00,995,1.0,No Info,12719
Multiple Carriers,2019-05-15,Delhi,Cochin,03:50:00,19:00:00,910,1.0,No Info,10197
Spicejet,2019-05-24,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Indigo,2019-06-27,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,4804
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,19:00:00,1620,1.0,In-flight meal not included,10262
Air India,2019-05-06,Delhi,Cochin,09:45:00,09:25:00,1420,,No Info,7480
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,16:20:00,1430,1.0,In-flight meal not included,7064
Air India,2019-05-21,Banglore,Delhi,05:45:00,08:45:00,180,0.0,No Info,6961
Air India,2019-04-01,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,12219
Spicejet,2019-03-24,Banglore,New Delhi,05:45:00,08:35:00,170,0.0,No check-in baggage included,3527
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,22:05:00,1745,1.0,No Info,11467
Air Asia,2019-03-27,Delhi,Cochin,16:45:00,22:15:00,330,1.0,No Info,6151
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,10844
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,No Info,14571
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,No Info,19225
Indigo,2019-05-06,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2227
Jet Airways,2019-03-06,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,No Info,17234
Goair,2019-03-09,Banglore,New Delhi,20:55:00,23:50:00,175,0.0,No Info,5706
Indigo,2019-06-15,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,10262
Indigo,2019-05-12,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Indigo,2019-05-15,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Jet Airways,2019-06-24,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,10262
Spicejet,2019-05-12,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4423
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,22:35:00,520,1.0,No Info,14231
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,15:30:00,450,1.0,No Info,17057
Multiple Carriers,2019-06-01,Delhi,Cochin,10:20:00,01:30:00,910,1.0,No Info,6795
Air India,2019-04-03,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,2575
Multiple Carriers,2019-06-24,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,13377
Jet Airways,2019-06-27,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,10262
Jet Airways,2019-06-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,8016
Indigo,2019-03-24,Banglore,New Delhi,22:20:00,01:10:00,170,0.0,No Info,4377
Indigo,2019-06-06,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No Info,6838
Air Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,6853
Spicejet,2019-04-01,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Air India,2019-03-03,Banglore,New Delhi,09:30:00,16:20:00,410,1.0,No Info,11654
Indigo,2019-03-09,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,7060
Indigo,2019-03-09,Banglore,New Delhi,16:50:00,21:35:00,285,1.0,No Info,10231
Spicejet,2019-05-12,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No Info,8479
Air India,2019-05-21,Kolkata,Banglore,16:45:00,08:55:00,970,2.0,No Info,14960
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,11841
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,8529
Vistara,2019-05-21,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,9345
Goair,2019-05-18,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,6296
Air India,2019-06-09,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,9968
Jet Airways,2019-03-09,Banglore,New Delhi,07:00:00,20:20:00,800,1.0,In-flight meal not included,11087
Goair,2019-04-21,Delhi,Cochin,05:55:00,13:35:00,460,1.0,No Info,6146
Jet Airways,2019-03-24,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No Info,8016
Indigo,2019-06-09,Delhi,Cochin,17:05:00,22:15:00,310,1.0,No Info,6493
Air India,2019-05-15,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,14687
Multiple Carriers,2019-05-21,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No Info,14848
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,20:20:00,1425,1.0,In-flight meal not included,11087
Indigo,2019-06-24,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4804
Air India,2019-05-12,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,6528
Indigo,2019-03-27,Mumbai,Hyderabad,19:05:00,20:30:00,85,0.0,No Info,2754
Indigo,2019-05-06,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,5277
Indigo,2019-05-27,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Indigo,2019-03-09,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No Info,7725
Air Asia,2019-03-18,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No Info,4384
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,14388
Jet Airways,2019-06-15,Delhi,Cochin,15:00:00,12:35:00,1295,1.0,In-flight meal not included,10262
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,9663
Multiple Carriers,2019-05-18,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,14533
Multiple Carriers,2019-05-09,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No Info,13727
Jet Airways,2019-04-09,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4544
Vistara,2019-05-09,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No Info,4668
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Jet Airways,2019-04-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Indigo,2019-04-09,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6270
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,18:50:00,1550,1.0,No Info,8820
Indigo,2019-03-27,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No Info,4148
Indigo,2019-05-18,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Air Asia,2019-06-06,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,11410
Air India,2019-05-18,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No Info,8277
Jet Airways,2019-05-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,7229
Multiple Carriers,2019-05-09,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,9021
Vistara,2019-03-09,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No Info,7923
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,13626
Multiple Carriers,2019-05-09,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,14323
Jet Airways,2019-06-27,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,10262
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,14388
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,04:25:00,865,1.0,No Info,14714
Air India,2019-03-27,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,8971
Indigo,2019-05-09,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Indigo,2019-05-15,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,7191
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,10:05:00,1055,1.0,In-flight meal not included,8529
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,01:35:00,915,1.0,No Info,7695
Goair,2019-03-09,Delhi,Cochin,06:00:00,13:20:00,440,1.0,No Info,8422
Multiple Carriers,2019-06-01,Delhi,Cochin,18:00:00,01:30:00,450,1.0,No Info,7933
Indigo,2019-04-01,Kolkata,Banglore,15:10:00,20:30:00,320,1.0,No Info,8567
Multiple Carriers,2019-05-09,Delhi,Cochin,07:05:00,22:30:00,925,1.0,No Info,8310
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,12:00:00,1315,1.0,In-flight meal not included,9663
Multiple Carriers,2019-06-27,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,10678
Air India,2019-03-09,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10660
Jet Airways,2019-06-18,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,8016
Goair,2019-06-15,Kolkata,Banglore,15:20:00,17:55:00,155,0.0,No Info,3514
Multiple Carriers,2019-05-21,Delhi,Cochin,09:15:00,19:00:00,585,1.0,No Info,9627
Vistara,2019-03-12,Mumbai,Hyderabad,07:30:00,19:55:00,745,1.0,No Info,12080
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No Info,8610
Jet Airways,2019-04-21,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,4544
Jet Airways,2019-06-24,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,10262
Air India,2019-04-15,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,6121
Indigo,2019-04-15,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5761
Jet Airways,2019-06-01,Delhi,Cochin,21:25:00,12:35:00,910,2.0,No Info,13292
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,16079
Indigo,2019-03-06,Delhi,Cochin,07:35:00,22:20:00,885,1.0,No Info,7094
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,10262
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,No Info,14781
Air India,2019-05-18,Delhi,Cochin,10:00:00,07:40:00,1300,1.0,No Info,8372
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,04:25:00,1295,1.0,No Info,16289
Jet Airways,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,1950,2.0,No Info,11664
Jet Airways,2019-04-01,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,5406
Spicejet,2019-06-06,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3311
Air India,2019-03-15,Banglore,New Delhi,11:50:00,08:55:00,1265,1.0,No Info,5932
Multiple Carriers,2019-05-24,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,8283
Multiple Carriers,2019-06-15,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No Info,11200
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No Info,14781
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,10262
Air India,2019-06-15,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,10539
Jet Airways,2019-06-24,Delhi,Cochin,21:25:00,12:35:00,910,2.0,In-flight meal not included,10199
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,12:00:00,1655,1.0,In-flight meal not included,9663
Air India,2019-06-12,Kolkata,Banglore,05:50:00,08:55:00,1625,2.0,No Info,12723
Spicejet,2019-06-09,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-03-21,Delhi,Cochin,09:40:00,04:25:00,2565,2.0,No Info,12819
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,No Info,14781
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,10844
Jet Airways,2019-06-15,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,10262
Spicejet,2019-06-27,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3625
Air India,2019-03-01,Banglore,New Delhi,10:30:00,17:45:00,435,2.0,Change airports,17461
Air India,2019-05-09,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,10703
Air India,2019-03-15,Banglore,New Delhi,13:50:00,22:10:00,500,1.0,No Info,9166
Indigo,2019-05-09,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,6582
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,18:15:00,1690,1.0,In-flight meal not included,7757
Trujet,2019-03-06,Mumbai,Hyderabad,13:05:00,16:20:00,195,1.0,No Info,4140
Jet Airways,2019-03-15,Mumbai,Hyderabad,07:10:00,08:35:00,85,0.0,No Info,8040
Air India,2019-06-09,Kolkata,Banglore,12:00:00,13:15:00,1515,1.0,No Info,7662
Indigo,2019-03-09,Banglore,New Delhi,20:00:00,22:55:00,175,0.0,No Info,6144
Jet Airways,2019-04-09,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,4544
Indigo,2019-05-06,Kolkata,Banglore,06:20:00,10:20:00,240,1.0,No Info,4226
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,In-flight meal not included,10844
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,09:10:00,1395,1.0,No Info,10842
Spicejet,2019-04-21,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Jet Airways,2019-05-03,Banglore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,5198
Air India,2019-05-18,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No Info,13243
Indigo,2019-06-03,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,5644
Indigo,2019-03-03,Delhi,Cochin,07:30:00,15:30:00,480,1.0,No Info,14871
Multiple Carriers,2019-06-01,Delhi,Cochin,09:15:00,19:15:00,600,1.0,No Info,9779
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,15554
Spicejet,2019-04-03,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,3873
Indigo,2019-06-09,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,10:05:00,1655,1.0,In-flight meal not included,8586
Indigo,2019-06-03,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,No Info,13044
Spicejet,2019-03-15,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3815
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,19:00:00,560,2.0,No Info,13014
Indigo,2019-03-09,Banglore,New Delhi,06:00:00,08:45:00,165,0.0,No Info,7648
Multiple Carriers,2019-06-09,Delhi,Cochin,06:40:00,19:00:00,740,1.0,No Info,10877
Air Asia,2019-06-03,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,4483
Air India,2019-03-24,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,2575
Indigo,2019-04-15,Kolkata,Banglore,06:20:00,10:30:00,250,1.0,No Info,4226
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No Info,11774
Spicejet,2019-04-01,Kolkata,Banglore,08:35:00,17:15:00,520,1.0,No Info,6013
Jet Airways,2019-03-21,Banglore,New Delhi,08:55:00,07:40:00,1365,1.0,In-flight meal not included,7412
Indigo,2019-03-09,Chennai,Kolkata,05:15:00,07:35:00,140,0.0,No Info,6482
Spicejet,2019-05-24,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Indigo,2019-06-12,Mumbai,Hyderabad,01:40:00,03:10:00,90,0.0,No Info,2754
Spicejet,2019-05-15,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,No Info,14388
